id,session_log_id,useraccount_id,subject_id,counter,class_id,school_id,is_parent_post,reply_to_post_id,karma_awarded_id,comment_text,label,image_url,document_url,is_active,is_moved,is_hidden,is_starred,is_sticky,is_welcome_post,last_poster_permissions,access_permissions,answer_status_flags,ts_created,ts_modified,type
1673557,7540766,609982,1,1548861,,11308,0,1673488,,"loser u have 0 karma pts lo ima beat up il get u now i go to ur school lol
",1,,,0,0,0,0,,,,4294967295,0,10/27/2016 16:59,10/27/2016 16:59,unsafe
1673571,7540766,609982,1,1548875,,11308,0,1673488,,cs u stupid its 39787 and u mutiply it twice,1,,,0,0,0,0,,,,4294967295,0,10/27/2016 17:00,10/27/2016 17:00,unsafe
1675153,7545791,4434730,11,60011,,11804,0,1675143,,Hi Bich! So what does the ratio of 1:3 for AC:BC tell us? ,1,,,1,0,0,0,,,,4294967295,0,10/27/2016 22:18,10/27/2016 22:18,unsafe
1676626,7560949,5628172,1,1551233,,17306,0,1676615,,how do i manage to give a f*ck about  math,1,,,0,0,0,0,,,,4294967295,0,10/28/2016 14:50,10/28/2016 14:50,unsafe
1680910,7596122,4987841,1,1554816,,13953,0,1680893,,dont talk to her like that or lakeland and beat yo ugly asss,1,,,0,0,0,0,,,,4294967295,0,10/31/2016 16:07,10/31/2016 16:07,unsafe
1680919,7597167,5052784,1,1554823,,14487,0,1680893,,i still hate it it is stupid in every way,1,,,1,0,0,0,,,,4294967295,0,10/31/2016 16:09,10/31/2016 16:09,unsafe
1681151,7598723,609944,1,1555038,,11308,0,1677956,,"you are mean, you are a jerk you can't talk to me like that",1,,,0,0,0,0,,,,4294967295,0,10/31/2016 16:59,10/31/2016 16:59,unsafe
1683929,7627107,2516845,1,1557189,,12266,0,1683656,,"because its easy to bully and people who get bullied usaly suck anyways
",1,,,0,0,0,0,,,,4294967295,0,11/1/2016 19:11,11/1/2016 19:11,unsafe
1686499,7644144,714198,1,1558907,,11492,0,1686488,,u dirty a shut it u dont know my mama ok,1,,,0,0,0,0,,,,4294967295,0,11/2/2016 14:20,11/2/2016 14:20,unsafe
1686791,7642973,673642,1,1559199,,11492,0,1686780,,Shut up before I come and tell ermie that you want her,1,,,1,0,0,0,,,,4294967295,0,11/2/2016 14:59,11/2/2016 14:59,unsafe
1687054,7649682,3239419,1,1559447,,13015,0,1687019,,You all are freaking cringy. Wait. This is not Google +,1,,,1,0,0,0,,,,4294967295,0,11/2/2016 16:00,11/2/2016 16:00,unsafe
1693421,7687109,2627521,1,1564416,,11619,0,1411132,,ashley pls hut up m8 no 1 cares get a life,1,,,1,0,0,0,,,,4294967295,0,11/3/2016 22:58,11/3/2016 22:58,unsafe
1693687,7687109,2627521,1,1564649,,11619,0,1693637,,"Brandee stop trying to get free karma points on an easy questions. i was just testing to see how dumb these people are, obviously its irrational",1,,,1,0,0,0,,,,4294967295,0,11/3/2016 23:24,11/3/2016 23:24,unsafe
1695676,7704196,1892857,1,1566203,,12191,0,1695580,,he explained how its not inappropriate you just have a dirty mind so shut up,1,,,0,0,0,0,,,,4294967295,0,11/4/2016 15:59,11/4/2016 15:59,unsafe
1695794,7705806,1594940,1,1566312,,13292,0,1695770,,"ok its not funny anymore
 i thought u were just plain stupid",1,,,0,0,0,0,,,,4294967295,0,11/4/2016 16:17,11/4/2016 16:17,unsafe
1696239,7709317,1785635,1,1566704,,13574,0,1696167,,ALL OF YOU ARE GAY AND SHOUKD BE BURNED ALIVE,1,,,0,0,0,0,,,,4294967295,0,11/4/2016 17:53,11/4/2016 17:53,unsafe
1696479,7711221,2395578,1,1566894,,13072,0,1696429,,"delete my post again you ugly no good micheal jackson skinny jean triple forehead lookin aaa
",1,,,0,0,0,0,,,,4294967295,0,11/4/2016 18:35,11/4/2016 18:35,unsafe
1696504,7711221,2395578,1,1566919,,13072,0,1696429,,gavin you go to our school so dont make me get on yo aaa in real you ugly squint eye lookin aaa,1,,,0,0,0,0,,,,4294967295,0,11/4/2016 18:41,11/4/2016 18:41,unsafe
1704678,7753155,2082515,11,62929,,14061,0,1704625,,I'm sick of all these reposting sh*t because it will make feel confusing!,1,,,0,0,0,0,,,,4294967295,0,11/8/2016 1:20,11/8/2016 1:20,unsafe
1708056,7774247,1418237,1,1575497,,12632,0,1707826,,SHE WAS NOT HELPING ME SHE WAS BEING A BICH,1,,,0,0,0,0,,,,4294967295,0,11/8/2016 22:53,11/8/2016 22:53,unsafe
1713205,7797595,2518075,1,1579753,,12242,0,1712400,,YOU SUCK!!!!!! STOP DELETING MY COMMENTS!!!!!!!! DONALD TRUMP FOREVER YOU POOPYZ!!!!!!!!!!!!!!!!!,1,,,0,0,0,0,,,,4294967295,0,11/10/2016 1:07,11/10/2016 1:07,unsafe
1723767,7880359,2548394,1,1587986,,11064,0,1723282,,"i feel ya, my teacher sucks. shes too intense and short tempered.",1,,,0,0,0,0,,,,4294967295,0,11/15/2016 1:25,11/15/2016 1:25,unsafe
1725591,7902536,4989378,1,1589558,,13961,0,1725579,,SHUT UP KID I NEED HELP FROM SOMEONE THATS SMART,1,,,0,0,0,0,,,,4294967295,0,11/15/2016 19:54,11/15/2016 19:54,unsafe
1733947,7957887,2433022,1,1596123,,14370,0,1733822,,"thomas so stupid h should be out the post to
",1,,,0,0,0,0,,,,4294967295,0,11/17/2016 19:19,11/17/2016 19:19,unsafe
1734526,7960724,4396397,1,1596626,,11836,0,1734511,,omg stop delteing my POST! OR I WILL REPORT U !! AND MABY GET U FIRED,1,,,1,0,0,0,,,,4294967295,0,11/17/2016 21:12,11/17/2016 21:12,unsafe
1735089,7961840,1165146,1,1597059,,12310,0,1735062,,STOP alan frr knock it off.. with u coc no one wants to suck urs so stop...,1,,,0,0,0,0,,,,4294967295,0,11/17/2016 22:52,11/17/2016 22:52,unsafe
1735092,7961840,1165146,1,1597061,,12310,0,1734958,,STOP alan frr knock it off.. with u coc no one wants to suck urs so stop...,1,,,0,0,0,0,,,,4294967295,0,11/17/2016 22:52,11/17/2016 22:52,unsafe
1735127,7961840,1165146,1,1597087,,12310,0,1734549,,U think u all that but ur full of Shi**t.. No offense...,1,,,0,0,0,0,,,,4294967295,0,11/17/2016 23:00,11/17/2016 23:00,unsafe
1735128,7963140,2432211,1,1597088,,14332,0,1734958,,"i hope you realise &quot;Alan&quot; people like you need to know when to shut up because you always think you are doing something right by being horrible to others, but really you are just making your life worse by sparking a sense of obnoxiousness that leads to much more bad thing later on in your life. so cut it out and go back to your horrible life with your horrible manners",1,,,1,0,0,0,,,,4294967295,0,11/17/2016 23:00,11/17/2016 23:00,unsafe
1735208,7961840,1165146,1,1597156,,12310,0,1735196,,STOP.. alan I'm frr with ur coc no one wants to suck it... ,1,,,0,0,0,0,,,,4294967295,0,11/17/2016 23:14,11/17/2016 23:14,unsafe
1742386,8010930,2518013,1,1602752,,12271,0,1742334,,"This is proof you are stupid. You are acting as if you know everything, when i am the one who put in over 100+ hours of reasearch on this. So yeah ",1,,,1,0,0,0,,,,4294967295,0,11/21/2016 14:44,11/21/2016 14:44,unsafe
1746272,7968480,2627521,1,1606146,,11619,0,1746145,,thats wrong actually you have to go to soundcloud.com/uglygod and listen to my mixtape so fire itll burn ya teachers,1,,,0,0,0,0,,,,4294967295,0,11/23/2016 20:13,11/23/2016 20:13,unsafe
1752415,8075365,4048876,1,1611535,,16155,0,1752396,,first you add all the sides of your mom and then you put it in her mouth,1,,,0,0,0,0,,,,4294967295,0,11/28/2016 15:56,11/28/2016 15:56,unsafe
1752654,8077076,4987842,1,1611761,,13953,0,1752559,,so shut up tobias I beat you in mostly in every game we played even in real life like basket ball,1,,,0,0,0,0,,,,4294967295,0,11/28/2016 16:54,11/28/2016 16:54,unsafe
1753221,8083584,3997204,1,1612193,,13376,0,1753181,,WILSON LET ME  TELL YOU SOMETHING HOMEBOY I AM GONNA KICK YOUR B.U.T.T AT 3:00,1,,,0,0,0,0,,,,4294967295,0,11/28/2016 19:45,11/28/2016 19:45,unsafe
1755922,7926189,4759469,1,1614287,,13732,0,1755895,91761,"being nice is boring. im sitting next to you, so i can punch u in the face real easy!!!:)",1,,,1,0,0,0,,,,4294967295,0,11/29/2016 17:22,11/29/2016 17:23,unsafe
1756724,8112424,2736899,1,1614963,,14204,0,1756555,,jai? What @Jenny? To everyone: Please don't comment on my posts if you're going to post stupid things. I am on here to help others and myself get help.. I am trying to get help not have people write stupid posts..Sorry.. ,1,,,1,0,0,0,,,,4294967295,0,11/29/2016 21:51,11/29/2016 21:51,unsafe
1757329,8116732,648451,1,1615463,,11450,0,1757250,,ashley you so ugleu and you so so so fat,1,,,0,0,0,0,,,,4294967295,0,11/29/2016 23:14,11/29/2016 23:14,unsafe
1759878,8112424,2736899,1,1617584,,14204,0,1759821,,Shut up Riley.. I'm tired of your stupid comments. I said lol it was a joke. Get over yourself.. It's not random either.. Get of yourself!,1,,,0,0,1,0,,,,4294967295,0,11/30/2016 18:45,11/30/2016 18:45,unsafe
1759886,8112424,2736899,1,1617592,,14204,0,1759821,,How? I said I'm tired of your stupid comments. ,1,,,1,0,0,0,,,,4294967295,0,11/30/2016 18:47,11/30/2016 18:47,unsafe
1762877,8147581,3186767,1,1619802,,12888,0,1762814,,i can solve a system i just suck at geting y by its self,1,,,1,0,0,0,,,,4294967295,0,12/1/2016 1:47,12/1/2016 1:47,unsafe
1768594,8188348,2113657,1,1624597,,13498,0,1768545,,again adamn i dont no why u no like my answer it a great answer right ehhuw,1,,,0,0,0,0,,,,4294967295,0,12/2/2016 17:55,12/2/2016 17:55,unsafe
1772438,8209677,3097372,1,1627763,,14095,0,1772427,,YOU ARE A JERK. YOU JUST WANT ATTENTION AND I TRUELLY PITTY YOU!!,1,,,0,0,0,0,,,,4294967295,0,12/5/2016 0:39,12/5/2016 0:39,unsafe
1773659,8224363,5612367,61,1404,,17318,0,1773609,,stop lyric im finna get u kicked same as banned,1,,,0,0,0,0,,,,4294967295,0,12/5/2016 17:55,12/5/2016 17:55,unsafe
1773671,7984489,5612176,61,1413,,17318,0,1773609,,a Jd shut up you and ur profile pic a girl,1,,,0,0,0,0,,,,4294967295,0,12/5/2016 17:57,12/5/2016 17:57,unsafe
1773791,8226418,5596968,1,1628796,,13087,0,1773772,,call you a weaboo kid lol go watch some more anime loser,1,,,1,0,0,0,,,,4294967295,0,12/5/2016 18:44,12/5/2016 18:44,unsafe
1773827,8225003,5640995,1,1628819,,15481,0,1773772,,dont let your retardation get in the way of your dreams of being the greatest kid no one ever cared ab,1,,,0,0,0,0,,,,4294967295,0,12/5/2016 18:54,12/5/2016 18:54,unsafe
1773834,8226418,5596968,1,1628824,,13087,0,1773772,,dude just shut up you're actually so annoying you weaboo loser go to your moms basement to finish your work you shouldn't even be on the computer as a 4th grader anyway,1,,,0,0,0,0,,,,4294967295,0,12/5/2016 18:55,12/5/2016 18:55,unsafe
1773835,8226418,5596968,1,1628825,,13087,0,1773772,,ok this is my final warning mam just okease tell him to stop before i hang myself of his autism.,1,,,0,0,0,0,,,,4294967295,0,12/5/2016 18:55,12/5/2016 18:55,unsafe
1773903,8227372,1936244,1,1628864,,13376,0,1773453,,fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrryyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmn                               nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhbnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnhhhhhhhhhhhhhhhhhhhhhhh,1,,,0,0,0,0,,,,4294967295,0,12/5/2016 19:20,12/5/2016 19:20,unsafe
1775794,8243388,3668320,1,1630179,,11753,0,1775622,,u guys are annoying. plz stop u are making my life miserble,1,,,0,0,0,0,,,,4294967295,0,12/6/2016 14:13,12/6/2016 14:13,unsafe
1776385,8252087,5596968,1,1630741,,13087,0,1776326,,malichi i hope you know im reporting you my dad owns this friken website and everything u say wikl be used agent u u dumb egg plant autistic moron diabetes and all,1,,,0,0,0,0,,,,4294967295,0,12/6/2016 18:42,12/6/2016 18:42,unsafe
1776386,8252087,5596968,1,1630742,,13087,0,1776326,,i dont care if its cyber bullying i hope he hangs himself,1,,,0,0,0,0,,,,4294967295,0,12/6/2016 18:43,12/6/2016 18:43,unsafe
1776422,8252301,3458606,1,1630770,,14600,0,1776410,,stop being stuped with your threats. I hope u get banned,1,,,1,0,0,0,,,,4294967295,0,12/6/2016 18:46,12/6/2016 18:46,unsafe
1776596,8252087,5596968,1,1630872,,13087,0,1776575,,"BUT WAIT, r u a pig bc u just got roasted",1,,,0,0,0,0,,,,4294967295,0,12/6/2016 19:03,12/6/2016 19:03,unsafe
1780107,8277211,1283368,1,1633576,,12585,0,1779994,,you know what screw it time to end this world  kama hama haaaaaaaaaaaaaaaaaaaa,1,https://s3.amazonaws.com/algebranation/groupboard_uploads/B55D014372A4CEA1D9B5DA9FF247ACAF.,,0,0,0,0,,,,4294967295,0,12/7/2016 18:58,12/7/2016 18:58,unsafe
1780222,8278784,1283368,1,1633691,,12585,0,1780165,,i guess its time to KILL EVERY ONE !!!!! KAMA HAMA HAAAAAAAAAAAAAAAAAAA,1,https://s3.amazonaws.com/algebranation/groupboard_uploads/3F2762E0A796CBC14CFA3FE5F9140201.,,0,0,0,0,,,,4294967295,0,12/7/2016 19:35,12/7/2016 19:35,unsafe
1780407,8278784,1283368,1,1633866,,12585,0,1780290,,becouse i fu ck thatbi tch ya fu ck that bi tch,1,,,0,0,1,0,,,,4294967295,0,12/7/2016 20:17,12/7/2016 20:17,unsafe
1782554,8278784,1283368,1,1635498,,12585,0,1780290,,fu ck you thunder you can su ck my di ck ,1,https://s3.amazonaws.com/algebranation/groupboard_uploads/0326231C0E8CED8BADB02048FBC668F0.,,1,0,0,0,,,,4294967295,0,12/8/2016 16:42,12/8/2016 16:42,unsafe
1782556,8278784,1283368,1,1635500,,12585,0,1780290,,fu ck you thunder you can su ck my di ck,1,https://s3.amazonaws.com/algebranation/groupboard_uploads/1BC7700D2E8932DE29339B84C6865C14.,,1,0,0,0,,,,4294967295,0,12/8/2016 16:42,12/8/2016 16:42,unsafe
1785733,8305283,3424975,1,1637681,,13942,0,1785638,,"Welcom Jacob :)                  


@hunter u should of SHUT URE MOUTH THEN HUNTER",1,,,0,0,0,0,,,,4294967295,0,12/9/2016 1:37,12/9/2016 1:37,unsafe
1786528,8324122,3997204,1,1638333,,13376,0,1786524,,hey i about to curse wilson and tywon out i swear to god i am and they go be crying like a girl i am about to hurt they feelings,1,,,0,0,0,0,,,,4294967295,0,12/9/2016 18:20,12/9/2016 18:20,unsafe
1790912,8350889,2256503,1,1641576,,14256,0,1790869,,u do math u nerd it says it in the title learn to read,1,,,1,0,0,0,,,,4294967295,0,12/12/2016 17:10,12/12/2016 17:10,unsafe
1790957,8351044,3997204,1,1641599,,13376,0,1790939,,now bout taranee i am about to beat her a s s,1,,,0,0,0,0,,,,4294967295,0,12/12/2016 17:17,12/12/2016 17:17,unsafe
1790977,8351044,3997204,1,1641615,,13376,0,1790939,,no i am the ganster in her her a s s going to the hostipal,1,,,0,0,0,0,,,,4294967295,0,12/12/2016 17:19,12/12/2016 17:19,unsafe
1791042,8351045,1912741,1,1641671,,13376,0,1790939,,shut up letty!!!!!!!!!aint no one asked you to talk this isnt gossip,1,,,0,0,0,0,,,,4294967295,0,12/12/2016 17:26,12/12/2016 17:26,unsafe
1796112,8379286,4394853,1,1645824,,11849,0,1795979,,Yo look like a monkey and smell like one to,1,,,1,0,1,0,,,,4294967295,0,12/13/2016 21:35,12/13/2016 21:35,unsafe
1798873,8396493,3458708,1,1648042,,14600,0,1798855,,JUST ASK THE GIRL IF SHE SAYS NO THEN YOUR SCREWED,1,,,1,0,0,0,,,,4294967295,0,12/14/2016 18:46,12/14/2016 18:46,unsafe
1799193,8397758,4394853,1,1648362,,11849,0,1799187,,Your a noob and this study expert is a noob,1,,,0,0,0,0,,,,4294967295,0,12/14/2016 19:48,12/14/2016 19:48,unsafe
1799717,8399735,5398718,1,1648776,,17030,0,1799663,,Listen this is stupid lets just let it go. Truce?,1,,,0,0,0,0,,,,4294967295,0,12/14/2016 22:02,12/14/2016 22:02,unsafe
1801496,8410042,1927280,1,1650094,,13376,0,1801394,,kyzaiah is a fat boy he eat every thing ,1,,,0,0,0,0,,,,4294967295,0,12/15/2016 14:42,12/15/2016 14:42,unsafe
1804219,8428277,1955778,1,1652256,,13376,0,1801331,,"girl shutup cause you not a person yu are just someone that want to be alive.
",1,,,0,0,0,0,,,,4294967295,0,12/16/2016 13:40,12/16/2016 13:40,unsafe
1810501,8470583,611738,1,1657443,,11183,0,1810342,,liar prove it then you suck anyway and come to my school ,1,,,0,0,0,0,,,,4294967295,0,12/20/2016 23:10,12/20/2016 23:10,unsafe
1812107,8479170,3216422,1,1658800,,12886,0,1812060,,stop commenting on this no body cares shut up ,1,,,0,0,0,0,,,,4294967295,0,12/21/2016 22:06,12/21/2016 22:06,unsafe
1812154,8469069,2865914,1,1658838,,11740,0,1812118,,Maybe you should learn how to spell before you act like someone with half of a brain.,1,,,0,0,0,0,,,,4294967295,0,12/21/2016 22:17,12/21/2016 22:17,unsafe
1812160,8479170,3216422,1,1658843,,12886,0,1812118,,ethan be rocking them fubus we smarter than you we get aaaaaaaaa while you sucking donut ,1,,,1,0,0,0,,,,4294967295,0,12/21/2016 22:19,12/21/2016 22:19,unsafe
1822345,8539731,4752681,41,16052,,16682,0,1822326,,"you need might need to help micheal he is dumb jennifer
",1,,,0,0,0,0,,,,4294967295,0,1/5/2017 19:16,1/5/2017 19:16,unsafe
1824353,8548894,3120509,1,1668652,,11620,0,1824246,,"jitt stupid he gone ask how to slove for x but ain't post the the question
",1,,,0,0,0,0,,,,4294967295,0,1/6/2017 14:18,1/6/2017 14:18,unsafe
1829876,8605038,1594180,1,1672705,,13245,0,1829861,,why would i tell you that tyler????? so they could &quot;drown&quot; or &quot;pass away&quot;? Cut the act tyler. I know who you are. I know youv been killing fish you monster. ,1,,,1,0,0,0,,,,4294967295,0,1/10/2017 15:24,1/10/2017 15:24,unsafe
1832563,8636596,3210812,1,1674770,,12935,0,1832512,,ok so leave me alone an you gon beat me up in why you text me bye little ugly dud,1,,,0,0,1,0,,,,4294967295,0,1/11/2017 15:46,1/11/2017 15:46,unsafe
1841481,8731004,4890806,1,1681470,,13089,0,1841434,,"Shu kevin u get friends and talk with them instead of trying to ruin math related things
    stupid",1,,,0,0,0,0,,,,4294967295,0,1/17/2017 16:37,1/17/2017 16:37,unsafe
1845466,8766199,1165146,1,1684391,,12310,0,1845451,,Dead!!! I know u could of try harder lol not like this LMAO!!!!,1,,,1,0,0,0,,,,4294967295,0,1/18/2017 23:20,1/18/2017 23:20,unsafe
1848857,8810324,3216934,1,1687020,,12897,0,1848829,,you are no ttalking to me ulgy lil boy fish neck,1,,,0,0,0,0,,,,4294967295,0,1/20/2017 15:59,1/20/2017 15:59,unsafe
1854878,8873879,2251347,1,1691418,,14373,0,1854851,,Alegbra Nation sucks i failed my test cause of this shi.....,1,,,0,0,0,0,,,,4294967295,0,1/24/2017 15:53,1/24/2017 15:53,unsafe
1860239,8930006,960387,1,1695311,,11190,0,1860222,,THI IS SO FREAKING BORING WHY ARE U PEOPLE EVEN HERE U DONT EVEN HELP WITH NOTHING,1,,,0,0,0,0,,,,4294967295,0,1/26/2017 14:44,1/26/2017 14:44,unsafe
1862060,8949317,4890048,1,1696517,,13086,0,1860867,,kendyl are u retarted these are old comments post the question that u need help with so people such as me can help u,1,,,0,0,0,0,,,,4294967295,0,1/26/2017 23:41,1/26/2017 23:41,unsafe
1869677,9038603,4243198,1,1702493,,13966,0,1869423,,"Well they're essentially the same property, just one is more of an acronym. So when you're using FOIL you're I hate being black, which drives me to fvcking my dog really just using the distributive property, which all algebra nation study experts use",1,,,0,0,0,0,,,,4294967295,0,1/31/2017 15:16,1/31/2017 15:16,unsafe
1873284,9075241,2431470,1,1705216,,14335,0,1873272,,shut up Kacie let it be darnels vids are fire ,1,,,0,0,0,0,,,,4294967295,0,2/1/2017 18:26,2/1/2017 18:26,unsafe
1873345,9075759,3238165,1,1705269,,13019,0,1873329,,jordan s your pretty rude so shut your mouth because if you want freinds you should be nice and i cant see your face!!!!!!!!!!!!!!!!!!!!!!!!!,1,,,0,0,0,0,,,,4294967295,0,2/1/2017 18:36,2/1/2017 18:36,unsafe
1874444,9080149,2736899,1,1706125,,14204,0,1874172,,"You said to divide everything.. You make no sense.. I am annoyed.. Is that surprising? No, it's not.. I have to sit on here for an hour and a half to get help with my homework.. It's stupid.",1,,,1,0,0,0,,,,4294967295,0,2/1/2017 21:46,2/1/2017 21:46,unsafe
1875250,9083411,581919,1,1706677,,11474,0,1874968,,binta b shut up stupid im a rank and beat u,1,,,0,0,0,0,,,,4294967295,0,2/1/2017 23:34,2/1/2017 23:34,unsafe
1876894,9099601,4250738,1,1707977,,13086,0,1876552,,be quiet you hipocrite. You can not just go on calling people names just because you know i am right. smh,1,,,0,0,0,0,,,,4294967295,0,2/2/2017 17:12,2/2/2017 17:12,unsafe
1880568,9102912,3458606,1,1710829,,14600,0,1880340,,"Wall is funny, theres a lot of stuped baby post",1,,,0,0,0,0,,,,4294967295,0,2/3/2017 18:55,2/3/2017 18:55,unsafe
1886759,9195426,2455612,1,1715805,,14372,0,1886751,,You don't know how to ask Siri? Your so dumb,1,,,0,0,0,0,,,,4294967295,0,2/7/2017 16:10,2/7/2017 16:10,unsafe
1892733,9265899,1783374,1,1720668,,14653,0,1892718,,yeah sure but i dont like to help if your gonna be stupid,1,,,0,0,0,0,,,,4294967295,0,2/9/2017 19:35,2/9/2017 19:35,unsafe
1893126,9267766,3178511,1,1721052,,12864,0,1893081,,dont be a jerk on here because you are safe behind your screen,1,,,0,0,0,0,,,,4294967295,0,2/9/2017 20:43,2/9/2017 20:43,unsafe
1907446,9425361,4219054,1,1732447,,14009,0,1907436,,"no i just want to cut myself and be an edgy nigger
",1,,,0,0,0,0,,,,4294967295,0,2/16/2017 18:28,2/16/2017 18:28,unsafe
1907766,9434235,3247586,1,1732757,,12883,0,1907751,,I think you know what basic addition is. Dont ask more stupid questions plz,1,,,0,0,0,0,,,,4294967295,0,2/16/2017 20:36,2/16/2017 20:36,unsafe
1908413,9438538,2415644,1,1733220,,11673,0,1908398,,"Ryan, don't be dumb. This wall is for Algebra 1 questions only!",1,,,1,0,1,0,,,,4294967295,0,2/16/2017 23:00,2/16/2017 23:00,unsafe
1914205,9509376,4545607,1,1737733,,14306,0,1914190,,"shut up nerds this is supposed to be fun 
",1,,,0,0,0,0,,,,4294967295,0,2/21/2017 16:29,2/21/2017 16:29,unsafe
1916386,9526440,1264863,1,1739305,,12656,0,1916369,,im so sorry my darn computer is so slow it takes a while to actually get the comments you post,1,,,1,0,0,0,,,,4294967295,0,2/22/2017 1:12,2/22/2017 1:12,unsafe
1924938,9644347,3120509,1,1746070,,11620,0,1924932,,you just want attention thats why you went on here talking bout you wanna kill yourself tf,1,,,1,0,0,0,,,,4294967295,0,2/27/2017 13:55,2/27/2017 13:55,unsafe
1932187,9727383,4235634,1,1751620,,13633,0,1932175,,"this place sucks i cant even do my math because the videos keep crashing even after i updated my stuff
",1,,,0,0,0,0,,,,4294967295,0,3/2/2017 13:38,3/2/2017 13:38,unsafe
1932946,9738847,2865313,1,1752349,,13620,0,1932909,,thats not very nice cameron. i see you right now. im gonna slap you.,1,,,0,0,0,0,,,,4294967295,0,3/2/2017 18:25,3/2/2017 18:25,unsafe
