id,session_log_id,useraccount_id,subject_id,counter,class_id,school_id,is_parent_post,reply_to_post_id,karma_awarded_id,comment_text,label,image_url,document_url,is_active,is_moved,is_hidden,is_starred,is_sticky,is_welcome_post,last_poster_permissions,access_permissions,answer_status_flags,ts_created,ts_modified,TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT
46,,480011,1,1045,,11576,1,,,When you divide by a negative the sign changes.,0,,,1,0,0,0,,,364534,4294967295,1,41562.54568,41563.04858,0,0,0,0,0,0
47,,480196,1,1046,,11576,1,,,I learned how to solve compound inequalities.,0,,,1,0,0,0,,,364534,4294967295,1,41562.54578,41562.9985,0,0,0,0,0,0
48,,480835,1,1047,,11576,1,,,Change the signs when dividing by a negative,0,,,1,0,0,0,,,364534,4294967295,1,41562.54582,41562.99863,0,0,0,0,0,0
49,,481273,1,1048,,11576,1,,,changing the signs by dividing by a negative.,0,,,1,0,0,0,,,364534,4294967295,1,41562.54593,41562.99869,0,0,0,0,0,0
50,,480058,1,1049,,11576,1,,,"that you have to change sign when dividing when dividing by a negative coefishent 
",0,,,1,0,0,0,,,364534,4294967295,1,41562.54597,41562.99881,0,0,0,0,0,0
51,,744899,1,1050,,11576,1,,,2 ∞ & ,0,https://s3.amazonaws.com/algebranation/groupboard_uploads/528CBD1824940D7C6A370C7191C13D48.png,,1,0,0,0,,,364534,4294967295,1,41562.54604,41563.04253,0,0,0,0,0,0
53,,483414,1,1052,,11576,1,,,"hi

",0,,,1,0,0,0,,,364534,4294967295,1,41562.54613,41563.04839,0,0,0,0,0,0
54,,465253,1,1053,,11576,1,,,< is less than,0,,,1,0,0,0,,,917503,4294967295,1,41562.54623,41564.54462,0,0,0,0,0,0
55,,483537,1,1054,,11576,1,,,change the sign when × or ÷,0,,,1,0,0,0,,,364534,4294967295,1,41562.54642,41563.04368,0,0,0,0,0,0
56,,480058,1,1055,,11576,0,43,,"goodmoring pamela
",0,,,1,0,0,0,,,,4294967295,0,41562.54644,41562.54644,0,0,0,0,0,0
57,,480150,1,1056,,11576,1,,,Change the signs when multiplying. Math is fun.,0,,,1,0,0,0,,,364534,4294967295,1,41562.54662,41563.04356,0,0,0,0,0,0
58,,481862,1,1057,,11576,0,43,,yes isaiah i do!! how about you?! Xd,0,,,1,0,0,0,,,,4294967295,0,41562.5467,41562.5467,0,0,0,0,0,0
59,,757143,1,1058,,11576,1,,,"I learned that when I multiply or divide by a negative, I need to change the sign in inequalities.",0,,,1,0,0,0,,,364534,4294967295,1,41562.54679,41563.04347,0,0,0,0,0,0
60,,485318,1,1059,,11576,0,43,,@josepg igorra his site is amazing,0,,,0,0,0,0,,,,4294967295,0,41562.54704,41562.54727,0,0,0,0,0,0
61,,481273,1,1060,,11576,0,43,,morning :D lmao,0,,,1,0,0,0,,,,4294967295,0,41562.54726,41562.54726,0,0,0,0,0,0
62,,482836,1,1061,,11576,1,,,"Learned new things :D 
∞∞∞∞",0,,,0,0,0,0,,,1048576,4294967295,4,41562.54731,41562.54744,0,0,0,0,0,0
63,,481174,1,1062,,11576,1,,,I finally learned how to solve long equations Thank You,0,,,1,0,0,0,,,364534,4294967295,1,41562.54757,41563.00541,0,0,0,0,0,0
64,,485318,1,1063,,11576,0,43,,"omg thei amazing pamela , hi christian c: ",0,,,1,0,0,0,,,,4294967295,0,41562.54769,41562.54769,0,0,0,0,0,0
66,,481157,1,1065,,11576,1,,,hiiii,0,,,1,0,0,0,,,364534,4294967295,1,41562.58793,41562.9995,0,0,0,0,0,0
67,,481157,1,1066,,11576,1,,,im right next to david!,0,,,1,0,0,0,,,364534,4294967295,1,41562.58878,41562.98981,0,0,0,0,0,0
68,,481472,1,1067,,11576,1,,,I learned that when I multiply or divide by a negative,0,,,1,0,0,0,,,364534,4294967295,1,41562.58906,41562.99964,0,0,0,0,0,0
69,,480240,1,1068,,11576,1,,,I learned that when you multiply or divide you have to change the signs. But also do we only change it when it is a negative or no?,0,,,1,0,0,0,,,364534,4294967295,1,41562.58933,41904.75243,0,0,0,0,0,0
70,,482883,1,1069,,11576,1,,,on video 5 the first example didnt have to do with fraction and then on the try it they had fractions in the problem ,0,,,1,0,0,0,,,364534,4294967295,1,41562.5895,41563.00513,0,0,0,0,0,0
71,,483156,1,1070,,11576,1,,,< means less than. > means more than.,0,,,1,0,0,0,,,364534,4294967295,1,41562.58956,41563.04103,0,0,0,0,0,0
72,,482343,1,1071,,11576,1,,,Goodmorning from Pedro and Melissa :-),0,,,0,0,0,0,,,1048576,4294967295,4,41562.58961,41562.77135,0,0,0,0,0,0
73,,540520,1,1072,,11576,1,,,Austin Mahone  ,0,,,0,0,0,0,,,1048576,4294967295,4,41562.58962,41562.99089,0,0,0,0,0,0
74,,481482,1,1073,,11576,1,,,I learned how to solve inequalities.,0,,,1,0,0,0,,,364534,4294967295,1,41562.58965,41563.00049,0,0,0,0,0,0
75,,481904,1,1074,,11576,1,,,I learned how to solve compound inequalities.,0,,,1,0,0,0,,,364534,4294967295,1,41562.58969,41562.98948,0,0,0,0,0,0
77,,540520,1,1076,,11576,1,,,"I learned that about compounds.
",0,,,1,0,0,0,,,364534,4294967295,1,41562.58986,41562.98959,0,0,0,0,0,0
78,,482093,1,1077,,11576,0,67,,"im right next to jean
",0,,,1,0,0,0,,,,4294967295,0,41562.58995,41562.58995,0,0,0,0,0,0
79,,481776,1,1078,,11576,1,,,"I like this site... it helps me learn outside of school hours...its very helpful/beneficial towards me. :)
",0,,,1,0,0,0,,,364534,4294967295,1,41562.59006,41562.99025,0,0,0,0,0,0
80,,482093,1,1079,,11576,1,,,"i learned how to solve inequalities
",0,,,1,0,0,0,,,364534,4294967295,1,41562.59024,41562.9906,0,0,0,0,0,0
81,,481157,1,1080,,11576,0,72,,No NO NO good morning david,0,,,0,0,0,0,,,,4294967295,0,41562.59028,41562.59028,0,0,0,0,0,0
82,,480240,1,1081,,11576,0,72,,"Morning
",0,,,0,0,0,0,,,,4294967295,0,41562.59031,41562.59031,0,0,0,0,0,0
83,,482093,1,1082,,11576,1,,,and by the way. im sitting next to jean,0,,,1,0,0,0,,,364534,4294967295,1,41562.59054,41563.00064,0,0,0,0,0,0
84,,481343,1,1083,,11576,1,,,learned how to solve compound inequalities,0,,,1,0,0,0,,,364534,4294967295,1,41562.59065,41562.9908,0,0,0,0,0,0
85,,481904,1,1084,,11576,0,73,,"ew
",0,,,0,0,0,0,,,,4294967295,0,41562.59076,41562.59076,0,0,0,0,0,0
86,,482093,1,1085,,11576,0,72,,"hiiiiiiiiiii
",0,,,0,0,0,0,,,,4294967295,0,41562.59078,41562.59078,0,0,0,0,0,0
87,,481157,1,1086,,11576,0,72,,i mean pedro,0,,,0,0,0,0,,,,4294967295,0,41562.5908,41562.5908,0,0,0,0,0,0
88,,481157,1,1087,,11576,0,83,,hehehehe,0,,,1,0,0,0,,,,4294967295,0,41562.59206,41562.59206,0,0,0,0,0,0
89,,481157,1,1088,,11576,0,72,, melissa david thinks your cute,0,,,0,0,0,0,,,,4294967295,0,41562.59267,41562.59267,0,0,0,0,0,0
90,,481157,1,1089,,11576,0,72,,he told me him selff that he loves you melissa ,0,,,0,0,0,0,,,,4294967295,0,41562.59303,41562.59303,0,0,0,0,0,0
91,,481970,1,1090,,11576,1,,,hi ,0,,,1,0,0,0,,,364534,4294967295,1,41562.59561,41562.98664,0,0,0,0,0,0
92,,482343,1,1091,,11576,0,72,,"ofc, i'm melissa :-)",0,,,0,0,0,0,,,,4294967295,0,41562.59582,41562.59582,0,0,0,0,0,0
93,,480132,1,1092,,11576,1,,,"hey guys
",0,,,1,0,0,0,,,364534,4294967295,1,41562.59781,41562.98675,0,0,0,0,0,0
95,,807226,1,1094,,11646,1,,,Hey!!!!!!!,0,,,1,0,0,0,,,364534,4294967295,1,41562.5998,41562.9869,0,0,0,0,0,0
96,,815893,1,1095,,11646,0,95,,"Hello Chrischen..

",0,,,1,0,0,0,,,,4294967295,0,41562.60035,41562.60035,0,0,0,0,0,0
97,,817672,1,1096,,11646,0,65,,"hey
",0,,,0,0,0,0,,,,4294967295,0,41562.60104,41562.60104,0,0,0,0,0,0
98,,817672,1,1097,,11646,0,65,,"hey
",0,,,0,0,0,0,,,,4294967295,0,41562.60106,41562.60106,0,0,0,0,0,0
99,,821005,1,1098,,11646,0,65,,ohmygosh Erin.,0,,,0,0,0,0,,,,4294967295,0,41562.60109,41562.60109,0,0,0,0,0,0
100,,817672,1,1099,,11646,0,65,,"hey
",0,,,0,0,0,0,,,,4294967295,0,41562.60109,41562.60109,0,0,0,0,0,0
101,,807226,1,1100,,11646,0,95,,Hello,0,,,1,0,0,0,,,,4294967295,0,41562.60126,41562.60126,0,0,0,0,0,0
102,,821005,1,1101,,11646,0,65,,hey hey hey,0,,,0,0,0,0,,,,4294967295,0,41562.60146,41562.60146,0,0,0,0,0,0
103,,814238,1,1102,,11646,0,95,,"hey.
",0,,,1,0,0,0,,,,4294967295,0,41562.60146,41562.60146,0,0,0,0,0,0
104,,815893,1,1103,,11646,0,65,,"Hey hey hey.
",0,,,0,0,0,0,,,,4294967295,0,41562.60153,41562.60153,0,0,0,0,0,0
105,,815893,1,1104,,11646,0,65,,"Hey hey hey.
",0,,,0,0,0,0,,,,4294967295,0,41562.60159,41562.60159,0,0,0,0,0,0
107,,828920,1,1106,,11646,1,,,":)
",0,,,1,0,0,0,,,364534,4294967295,1,41562.60262,41562.98707,0,0,0,0,0,0
108,,828920,1,1107,,11646,1,,,":)
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.60265,41562.98711,0,0,0,0,0,0
109,,828920,1,1108,,11646,1,,,":)
",0,,,1,0,0,0,,,364534,4294967295,1,41562.6027,41563.00444,0,0,0,0,0,0
110,,828920,1,1109,,11646,1,,,":)
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.60274,41563.00068,0,0,0,0,0,0
111,,828920,1,1110,,11646,1,,,":)
",0,,,1,0,0,0,,,364534,4294967295,1,41562.60275,41563.00433,0,0,0,0,0,0
112,,828920,1,1111,,11646,1,,,":)
",0,,,1,0,0,0,,,364534,4294967295,1,41562.60275,41562.98104,0,0,0,0,0,0
113,,828920,1,1112,,11646,1,,,":)
",0,,,1,0,0,0,,,364534,4294967295,1,41562.60275,41563.00441,0,0,0,0,0,0
114,,828920,1,1113,,11646,1,,,":)
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.60277,41562.77058,0,0,0,0,0,0
115,,807226,1,1114,,11646,0,65,,Hey yall!!!!!!,0,,,0,0,0,0,,,,4294967295,0,41562.60282,41562.60282,0,0,0,0,0,0
116,,812938,1,1115,,11646,0,65,,"really chrischen!!!!!!!
",0,,,0,0,0,0,,,,4294967295,0,41562.60378,41562.60378,0,0,0,0,0,0
117,,807226,1,1116,,11646,1,,,"Whats the equation for slope?
",0,,,1,0,0,0,,,364534,4294967295,1,41562.60398,41562.96553,0,0,0,0,0,0
118,,812938,1,1117,,11646,0,117,,"theres a equation for that?
",0,,,1,0,0,0,,,,4294967295,0,41562.60454,41562.60454,0,0,0,0,0,0
119,,815985,1,1118,,11646,0,117,,"y
--
x",0,,,1,0,0,0,,,,4294967295,0,41562.60476,41562.60476,0,0,0,0,0,0
120,,815985,1,1119,,11646,0,117,,rise over run,0,,,1,0,0,0,,,,4294967295,0,41562.605,41562.605,0,0,0,0,0,0
121,,812938,1,1120,,11646,0,117,,"run
--
rise
",0,,,1,0,0,0,,,,4294967295,0,41562.60521,41562.60521,0,0,0,0,0,0
122,,807226,1,1121,,11646,0,117,,"y= mx+ b i think
",0,,,1,0,0,0,,,,4294967295,0,41562.60535,41562.60535,0,0,0,0,0,0
123,,812938,1,1122,,11646,0,117,,"or 
rise
--
run
",0,,,1,0,0,0,,,,4294967295,0,41562.60542,41562.60542,0,0,0,0,0,0
124,,815985,1,1123,,11646,0,117,,its rise over run.,0,,,1,0,0,0,,,,4294967295,0,41562.60681,41562.60681,0,0,0,0,0,0
127,,807226,1,1126,,11646,0,117,,"Thank you Ty
",0,,,1,0,0,0,,,,4294967295,0,41562.60751,41562.60751,0,0,0,0,0,0
128,,815985,1,1127,,11646,1,,,algebra,0,,,1,0,0,0,,,364534,4294967295,1,41562.60755,41563.00419,0,0,0,0,0,0
129,,815893,1,1128,,11646,0,117,,"Y = mx + b
",0,,,1,0,0,0,,,,4294967295,0,41562.60843,41562.60843,0,0,0,0,0,0
130,,815985,1,1129,,11646,0,117,,welcome,0,,,1,0,0,0,,,,4294967295,0,41562.60925,41562.60925,0,0,0,0,0,0
131,,815985,1,1130,,11646,0,114,,why.,0,,,0,0,0,0,,,,4294967295,0,41562.60959,41562.60959,0,0,0,0,0,0
132,,815893,1,1131,,11646,0,114,,(:,0,,,0,0,0,0,,,,4294967295,0,41562.6106,41562.6106,0,0,0,0,0,0
133,,815985,1,1132,,11646,0,1,,hi,0,,,0,0,0,0,,,,4294967295,0,41562.61087,41562.61087,0,0,0,0,0,0
134,,807226,1,1133,,11646,0,114,,Quinn Hyde lives in walden lakee,0,,,0,0,0,0,,,,4294967295,0,41562.61116,41562.6115,0,0,0,0,0,0
135,,815893,1,1134,,11646,0,1,,Hey! (:,0,,,0,0,0,0,,,,4294967295,0,41562.61126,41562.61126,0,0,0,0,0,0
137,,815893,1,1136,,11646,0,117,,Welcome.,0,,,1,0,0,0,,,,4294967295,0,41562.61188,41562.61188,0,0,0,0,0,0
140,,823481,1,1139,,11646,1,,,what is 3x+2x,0,,,0,0,0,0,,,1048576,4294967295,4,41562.64206,41562.99593,0,0,0,0,0,0
141,,823481,1,1140,,11646,1,,,what is 3x+2x,0,,,0,0,0,0,,,1048576,4294967295,4,41562.64218,41563.00131,0,0,0,0,0,0
142,,823481,1,1141,,11646,1,,,what is 3x+2x,0,,,1,0,0,0,,,364534,4294967295,1,41562.64219,41562.98487,0,0,0,0,0,0
143,,823481,1,1142,,11646,1,,,what is 3x+2x,0,,,0,0,0,0,,,1048576,4294967295,4,41562.64238,41562.98869,0,0,0,0,0,0
144,,819411,1,1143,,11646,0,143,,5x,0,,,0,0,0,0,,,,4294967295,0,41562.64524,41562.64524,0,0,0,0,0,0
145,,819411,1,1144,,11646,1,,,"heyyyyyyyyyyy :D
",0,,,1,0,0,0,,,364534,4294967295,1,41562.64578,41562.9835,0,0,0,0,0,0
146,,816177,1,1145,,11646,0,142,,"5x
",0,,,1,0,0,0,,,,4294967295,0,41562.64691,41562.64691,0,0,0,0,0,0
147,,816177,1,1146,,11646,1,,,How do you solve radical equations?,0,,,0,0,0,0,,,1048576,4294967295,4,41562.64749,41562.76971,0,0,0,0,0,0
149,,481070,1,1148,,11576,0,117,,"rise over run

",0,,,1,0,0,0,,,,4294967295,0,41562.65804,41562.65804,0,0,0,0,0,0
150,,481408,1,1149,,11576,0,147,,"
:'",0,,,0,0,0,0,,,,4294967295,0,41562.65811,41562.65818,0,0,0,0,0,0
151,,465136,1,1150,,11576,0,114,,"whats up
",0,,,0,0,0,0,,,,4294967295,0,41562.6584,41562.6584,0,0,0,0,0,0
152,,482661,1,1151,,11576,1,,,how do u solve this 6c+5+2c,0,,,1,0,0,0,,,364534,4294967295,1,41562.65892,41562.98527,0,0,0,0,0,0
153,,483041,1,1152,,11576,1,,,3c - 3 < -6,0,,,1,0,0,0,,,364534,4294967295,1,41562.65928,41562.96942,0,0,0,0,0,0
154,,483442,1,1153,,11576,0,138,,I enjoyed this video very much,0,,,0,0,0,0,,,,4294967295,0,41562.65939,41562.65971,0,0,0,0,0,0
155,,483354,1,1154,,11576,1,,,plur,0,,,1,0,0,0,,,364534,4294967295,1,41562.65948,41562.98126,0,0,0,0,0,0
156,,483197,1,1155,,11576,1,,,cool,0,,,1,0,0,0,,,364534,4294967295,1,41562.65951,41562.98138,0,0,0,0,0,0
157,,481070,1,1156,,11576,1,,,"These questions are too easy... I learned all of this in 6th grade.
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.65954,41562.77049,0,0,0,0,0,0
158,,481408,1,1157,,11576,1,,,i like it sooooo,0,,,1,0,0,0,,,364534,4294967295,1,41562.65963,41562.9815,0,0,0,0,0,0
159,,483992,1,1158,,11576,1,,,"it was a good video
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.65965,41562.77007,0,0,0,0,0,0
160,,482053,1,1159,,11576,1,,,this video was easy.,0,,,1,0,0,0,,,364534,4294967295,1,41562.6597,41562.98181,0,0,0,0,0,0
161,,483502,1,1160,,11576,1,,,This is cool,0,,,1,0,0,0,,,364534,4294967295,1,41562.65981,41562.98196,0,0,0,0,0,0
162,,482682,1,1161,,11576,1,,,i like how it involves numbers,0,,,0,0,0,0,,,1048576,4294967295,4,41562.65983,41562.77023,0,0,0,0,0,0
163,,483354,1,1162,,11576,1,,,9+6*6/5+61++5649 how do you solve it,0,,,0,0,0,0,,,1048576,4294967295,4,41562.65985,41562.76994,0,0,0,0,0,0
164,,481408,1,1163,,11576,1,,,help me boo ,0,,,0,0,0,0,,,1048576,4294967295,4,41562.66001,41562.66015,0,0,0,0,0,0
166,,481750,1,1165,,11576,1,,,:D,0,,,0,0,0,0,,,1048576,4294967295,4,41562.66024,41562.77016,0,0,0,0,0,0
167,,481532,1,1166,,11576,1,,,algebra nation is incredible,0,https://s3.amazonaws.com/algebranation/groupboard_uploads/F5834DDE11C6266D3151BBB3AC33D570.png,,0,0,0,0,,,1048576,4294967295,4,41562.66034,41562.77013,0,0,0,0,0,0
168,,481070,1,1167,,11576,1,,,"6x+7-92343x=79+96x answer that hehehehehehehhe
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.66057,41562.7701,0,0,0,0,0,0
169,,483502,1,1168,,11576,0,159,,ya,0,,,0,0,0,0,,,,4294967295,0,41562.66059,41562.66273,0,0,0,0,0,0
170,,482296,1,1169,,11576,1,,,how do you solve a long equation? ,0,,,0,0,0,0,,,1048576,4294967295,4,41562.66065,41562.77003,0,0,0,0,0,0
171,,483354,1,1170,,11576,0,163,,5728,0,,,0,0,0,0,,,,4294967295,0,41562.66082,41562.66082,0,0,0,0,0,0
172,,481254,1,1171,,11576,1,,,"tatiana>
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.66087,41562.77001,0,0,0,0,0,0
173,,481070,1,1172,,11576,1,,,"#YOLOSWAG
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.66103,41562.76998,0,0,0,0,0,0
174,,483502,1,1173,,11576,0,163,,12,0,,,0,0,0,0,,,,4294967295,0,41562.66118,41562.66123,0,0,0,0,0,0
175,,482682,1,1174,,11576,0,163,,no,0,,,0,0,0,0,,,,4294967295,0,41562.66128,41562.66128,0,0,0,0,0,0
176,,465136,1,1175,,11576,1,,,"-x^2-4x+c????
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.66131,41562.76964,0,0,0,0,0,0
177,,483041,1,1176,,11576,0,152,,"you need to combine 6c and 2c.
",0,,,1,0,0,0,,,,4294967295,0,41562.66132,41562.66132,0,0,0,0,0,0
178,,481726,1,1177,,11576,1,,,"This program is clarifying how to solve problems I had problems with and I have learned a lot, thank you.",0,,,0,0,0,0,,,1048576,4294967295,1,41562.66155,41566.87573,0,0,0,0,0,0
180,,483354,1,1179,,11576,0,152,,"use the distributive property
",0,,,1,0,0,0,,,,4294967295,0,41562.66175,41562.66175,0,0,0,0,0,0
181,,481070,1,1180,,11576,1,,,"#Algebranationisinteresting
",0,,,1,0,0,0,,,364534,4294967295,1,41562.66181,41562.98227,0,0,0,0,0,0
182,,481254,1,1181,,11576,0,176,,6cxto the second power,0,,,0,0,0,0,,,,4294967295,0,41562.66194,41562.66194,0,0,0,0,0,0
185,,480456,1,1184,,11576,1,,,"The problem @ 6:14 was great, i loved how it brought distributive property back even though we already pass this exercise its still useful to recover. ^.^",0,,,0,0,0,0,,,1048576,4294967295,1,41562.66221,41566.87578,0,0,0,0,0,0
186,,483992,1,1185,,11576,0,183,,"super cute
",0,,,0,0,0,0,,,,4294967295,0,41562.66222,41562.66222,0,0,0,0,0,0
188,,481254,1,1187,,11576,0,176,,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,0,,,0,0,0,0,,,,4294967295,0,41562.66231,41562.66231,0,0,0,0,0,0
189,,453212,1,1188,,11576,0,152,,"6c+5+2c
-2c    -2c
4c+5
--  --
4  4
c=1.25",0,,,1,0,0,0,,,,4294967295,0,41562.66238,41562.66238,0,0,0,0,0,0
190,,481070,1,1189,,11576,1,,,"#YOLOSWAGFORTHEWIN
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.66244,41562.76984,0,0,0,0,0,0
191,,481047,1,1190,,11576,0,190,,420blazeit,0,,,0,0,0,0,,,,4294967295,0,41562.66265,41562.66265,0,0,0,0,0,0
192,,762528,1,1191,,11576,1,,,"I like this site...
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.66273,41562.66277,0,0,0,0,0,0
193,,482661,1,1192,,11576,0,152,,thanks ,0,,,1,0,0,0,,,,4294967295,0,41562.66274,41562.66274,0,0,0,0,0,0
194,,481047,1,1193,,11576,0,181,,this isn't twitter ,0,,,1,0,0,0,,,,4294967295,0,41562.66285,41562.66285,0,0,0,0,0,0
196,,453212,1,1195,,11576,1,,,wow! i love this video its actually better than real life!!...;),0,,,1,0,0,0,,,917503,4294967295,1,41562.66316,41562.88751,0,0,0,0,0,0
201,,874034,1,1200,,14346,1,,,hey guys! i'll be on the wall for the next hour to answer any questions you have!,0,,,0,0,0,0,,,364534,4294967295,5,41562.66692,41714.63381,0,0,0,0,0,0
202,,481047,1,1201,,11576,0,201,,4+4,0,,,0,0,0,0,,,,4294967295,0,41562.6686,41562.6686,0,0,0,0,0,0
203,,453212,1,1202,,11576,1,,,how to solve 9+x>8,0,,,1,0,0,0,,,364534,4294967295,1,41562.66878,41562.98078,0,0,0,0,0,0
204,,874034,1,1203,,14346,0,152,,"since this equation doesn't equal anything, you can't actually solve for c, the most you can do is combine like terms!",0,,,1,0,0,0,,,,4294967295,0,41562.66957,41714.63381,0,0,0,0,0,0
205,,874034,1,1204,,14346,0,185,,i'm so glad it helped david!,0,,,0,0,0,0,,,,4294967295,0,41562.66981,41714.63381,0,0,0,0,0,0
206,,874034,1,1205,,14346,0,178,,awesome! it's so great to hear that daniel!,0,,,0,0,0,0,,,,4294967295,0,41562.67,41714.63381,0,0,0,0,0,0
207,,481070,1,1206,,11576,1,,,#YOLOSWAG,0,,,0,0,0,0,,,1048576,4294967295,4,41562.67072,41562.76947,0,0,0,0,0,0
208,,874034,1,1207,,14346,0,153,,"hey alejandro! to solve this one, we want anything with a variable on the left side of the inequality, and anything else on the right. what do you think you should move over first?",0,,,1,0,0,0,,,,4294967295,0,41562.67088,41714.63381,0,0,0,0,0,0
209,,465136,1,1208,,11576,0,152,,"6c+5+2c
-2c    -2c
4c+5
--  --
4  4
c=1.25",0,,,1,0,0,0,,,,4294967295,0,41562.67122,41562.67122,0,0,0,0,0,0
210,,874034,1,1209,,14346,0,117,,nice job everyone! does anyone know what the equation for slope is when you have two points?,0,,,1,0,0,0,,,,4294967295,0,41562.67177,41714.63381,0,0,0,0,0,0
211,,481070,1,1210,,11576,1,,,"How do you solve SWAGx+68.7x?
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.67178,41562.76821,0,0,0,0,0,0
212,,874034,1,1211,,14346,0,142,,nice job susanna!,0,,,1,0,0,0,,,,4294967295,0,41562.67186,41714.63381,0,0,0,0,0,0
213,,874034,1,1212,,14346,0,152,,"not quite reynaldo and corey! remember there is no equal sign, so you can't actually subtract 2c, you have to add it!",0,,,1,0,0,0,,,,4294967295,0,41562.67295,41714.63381,0,0,0,0,0,0
214,,874034,1,1213,,14346,0,203,,"hey corey! for this one, we want to have anything with a variable on the left side of the equation, and anything without a variable on the right side! which number should we move first?",0,,,1,0,0,0,,,,4294967295,0,41562.6734,41714.63381,0,0,0,0,0,0
215,,874034,1,1214,,14346,0,201,,that one is 8. i know that because i'm very good at math,0,,,0,0,0,0,,,,4294967295,0,41562.67362,41714.63381,0,0,0,0,0,0
217,,483294,1,1216,,11576,0,211,,lol,0,,,0,0,0,0,,,,4294967295,0,41562.68324,41562.68324,0,0,0,0,0,0
218,,480742,1,1217,,11576,1,,,"hi (:
& bye (;
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.68368,41562.76811,0,0,0,0,0,0
219,,483294,1,1218,,11576,1,,,Vote E for Eminem and L for Lil wayne ,0,,,0,0,0,0,,,1048576,4294967295,4,41562.68439,41562.69091,0,0,0,0,0,0
220,,480617,1,1219,,11576,0,219,,"E,L
",0,,,0,0,0,0,,,,4294967295,0,41562.68494,41562.68494,0,0,0,0,0,0
221,,874034,1,1220,,14346,0,219,,this is super not math related haha,0,,,0,0,0,0,,,,4294967295,0,41562.68649,41714.63381,0,0,0,0,0,0
223,,497734,1,1222,,11537,0,201,,-12 over x = -24 over x,0,,,0,0,0,0,,,,4294967295,0,41562.69079,41562.69079,0,0,0,0,0,0
224,,874034,1,1223,,14346,0,201,,"hey jessica! i would suggest cross multiplying on that problem, but i think you'll find there's no solution!",0,,,0,0,0,0,,,,4294967295,0,41562.69243,41714.63381,0,0,0,0,0,0
225,,497734,1,1224,,11537,0,201,,"yeah, found that out the hard way cx, thanks tho!
",0,,,0,0,0,0,,,,4294967295,0,41562.69383,41562.69383,0,0,0,0,0,0
226,,874034,1,1225,,14346,0,201,,no prob!,0,,,0,0,0,0,,,,4294967295,0,41562.69428,41714.63381,0,0,0,0,0,0
228,,481216,1,1227,,11576,0,201,,4541549865+9963+9-8x,0,,,0,0,0,0,,,,4294967295,0,41562.70336,41562.70336,0,0,0,0,0,0
229,,483182,1,1228,,11576,1,,,1+1 ??,0,,,1,0,0,0,,,364534,4294967295,1,41562.70345,41562.97775,0,0,0,0,0,0
230,,462042,1,1229,,11576,1,,,How's it going?,0,,,0,0,0,0,,,1048576,4294967295,4,41562.7035,41562.70363,0,0,0,0,0,0
231,,481216,1,1230,,11576,0,201,,LONG LIVE A$AP,0,,,0,0,0,0,,,,4294967295,0,41562.70353,41562.70353,0,0,0,0,0,0
232,,746914,1,1231,,11576,1,,,anybody wanna lend me some money for mcdonalds?,0,,,0,0,0,0,,,1048576,4294967295,4,41562.70358,41562.76834,0,0,0,0,0,0
233,,481023,1,1232,,11576,1,,,"hello ppl :)

",0,,,0,0,0,0,,,1048576,4294967295,4,41562.7037,41562.76903,0,0,0,0,0,0
234,,497734,1,1233,,11537,1,,,1,0,,,0,0,0,0,,,1048576,4294967295,4,41562.70372,41562.76825,0,0,0,0,0,0
235,,483294,1,1234,,11576,1,,,normal beo,0,,,0,0,0,0,,,1048576,4294967295,4,41562.7038,41562.7683,0,0,0,0,0,0
236,,481216,1,1235,,11576,0,201,, :-),0,,,0,0,0,0,,,,4294967295,0,41562.70384,41562.70403,0,0,0,0,0,0
237,,462042,1,1236,,11576,0,232,,"Naw, chill bro
",0,,,0,0,0,0,,,,4294967295,0,41562.70397,41562.70397,0,0,0,0,0,0
238,,483044,1,1237,,11576,1,,,-6+4b=2(-8+3b) how?,0,,,1,0,0,0,,,364534,4294967295,4,41562.70398,41562.7069,0,0,0,0,0,0
239,,481175,1,1238,,11576,1,,,"hello
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.704,41562.76839,0,0,0,0,0,0
240,,480617,1,1239,,11576,1,,,"asere que aburrido esta esto
",0,,,0,0,0,0,,,1048576,4294967295,4,41562.70412,41562.70444,0,0,0,0,0,0
241,,483044,1,1240,,11576,0,238,,the,0,,,1,0,0,0,,,,4294967295,0,41562.70424,41562.70424,0,0,0,0,0,0
